"main.id","hpq_prog.id","prog_line","progtype","progname","prognmem","progimplementor","progimplementor_o"
"2870261","0","3","21","Pag-ibig Fund","1","1",""
"2877248","0","10","15","take care i care","1","3",""
"2877227","0","17","16","take re i care","1","3",""
"2877238","0","57","15","take care i care","2","1",""
"2877251","0","21","15","take care i care","1","1",""
"2877252","0","13","15","take care i care","1","1",""
"2877257","0","7","15","take care i care","1","3",""
"2877258","0","13","15","take care i care","2","3",""
"2877267","0","21","15","take care i care","4","3",""
"2877269","0","16","15","cocolife","5","1",""
"2878611","0","17","16","take re i care","1","3",""
"2878625","0","57","15","take care i care","2","1",""
"2878640","0","10","15","take care i care","1","1",""
"2878641","0","19","15","take care i care","1","3",""
"2878642","0","10","15","take care i care","1","3",""
"2878878","0","6","16","take care i care","1","3",""
"2880160","0","13","18","university east scholarship","1","6",""
"2880163","0","7","15","value health","1","6",""
"2880246","0","3","15","medicare","1","6",""
"2880427","0","9","18","adaption bukas palad foundation","1","6",""
"2880480","0","11","15","medicare","2","6",""
"2882610","0","5","16","take care icare","1","3",""
"2885860","0","3","15","Maxicare","2","6",""
"2885869","0","5","15","Maxicare","1","6",""
"2885892","0","7","15","Maxicare","1","6",""
"2885899","0","6","15","Maxicare","1","6",""
"2885903","0","4","15","Maxicare","2","6",""
"2889310","0","5","21","Pag-ibig Fund","2","1",""
"2889313","0","3","21","Pag-ibig Fund","1","1",""
"2889318","0","3","21","Pag-ibig Fund","1","1",""
"2889319","0","6","21","Pag-ibig Fund","2","1",""
"2889321","0","5","21","Pag-ibig Fund","1","1",""
"2889325","0","6","21","Pag-ibig Fund","2","1",""
"2889325","1","14","16","Take care I care","2","3",""
"2889326","0","4","21","Pag-ibig Fund","2","1",""
"2889327","0","5","21","Pag-ibig Fund ","1","1",""
"2889329","0","3","16","Take care I care","1","3",""
"2889332","0","5","21","Pag-ibig Fund","1","1",""
"2889333","0","5","21","Pag-ibig Fund","1","1",""
"2889334","0","7","21","Pag-ibig Fund","2","1",""
"2889335","0","7","16","Take care I care","4","3",""
"2889338","0","3","21","Pag-ibig Fund","1","1",""
"2889338","1","4","16","Take care I care","1","3",""
"2889339","0","6","21","Pag-ibig Fund","1","1",""
"2889340","0","3","16","Take care I care","1","3",""
"2889345","0","5","21","Pag-ibig Fund","2","1",""
"2889345","1","6","16","Take care I care","3","3",""
"2889346","0","7","21","Pag-ibig Fund","2","1",""
"2889347","0","8","21","Pag-ibig Fund","4","1",""
"2889348","0","5","21","Pag-ibig Fund","2","1",""
"2889349","0","7","21","Pag-ibig Fund","3","1",""
"2889350","0","8","21","Pag-ibig Fund","2","1",""
"2889351","0","8","21","Pag-ibig Fund","1","1",""
"2889353","0","5","16","Take care I care","3","3",""
"2889354","0","7","21","Pag-ibig Fund","1","1",""
"2889355","0","9","21","Pag-ibig Fund","1","1",""
"2889356","0","4","21","Pag-ibig Fund","1","1",""
"2889358","0","7","21","Pag-ibig Fund","2","1",""
"2889359","0","2","21","Pag-ibig Fund","1","1",""
"2889360","0","17","21","Pag-ibig Fund","2","1",""
"2889360","1","18","16","Take care I care","2","3",""
"2889361","0","5","21","Pag-ibig Fund","2","1",""
"2889362","0","8","21","Pag-ibig Fund","1","1",""
"2889369","0","16","21","Pag-ibig Fund","1","1",""
"2889377","0","5","21","Pag-ibig Fund","1","1",""
"2889378","0","4","21","Pag-ibig Fund","1","1",""
"2889396","0","8","21","Pag-ibig Fund","1","1",""
"2889397","0","4","21","Pag-ibig Fund","1","1",""
"2889413","0","4","21","Pag-ibig Fund","2","1",""
"2889427","0","4","21","Pag-ibig Fund","1","1",""
"2889429","0","6","21","Pag-ibig Fund","1","1",""
"2889434","0","5","21","Pag-ibig Fund","2","1",""
"2889440","0","6","21","Pag-ibig Fund","1","1",""
"2891076","0","2","16","Maxi Care","1","6",""
"2894245","0","5","15","take care i care","1","3",""
"2896391","0","3","21","Pag-ibig Fund","1","1",""
"2896392","0","2","21","Pag-ibig Fund","1","1",""
"2896394","0","5","21","Pag-ibig Fund","2","1",""
"2896395","0","7","21","Pag-ibig Fund","2","1",""
"2896395","1","15","16","Take care I care","1","3",""
"2896396","0","7","21","Pag-ibig Fund","2","1",""
"2896396","1","8","16","Take care I care","1","3",""
"2896397","0","7","21","Pag-ibig Fund","1","1",""
"2896397","1","8","16","Take care I care","3","3",""
"2896398","0","7","21","Pag-ibig Fund","1","1",""
"2896399","0","4","21","Pag-ibig Fund","1","1",""
"2896400","0","4","21","Pag-ibig Fund","2","1",""
"2896401","0","2","21","Pag-ibig Fund","1","1",""
"2896402","0","5","21","Pag-ibig Fund","1","1",""
"2896403","0","4","21","Pag-ibig Fund","1","1",""
"2896404","0","4","21","Pag-ibig Fund","1","1",""
"2896406","0","8","21","Pag-ibig Fund","1","1",""
"2896407","0","5","21","Pag-ibig Fund","1","1",""
"2896411","0","3","21","Pag-ibig Fund","2","1",""
"2896413","0","5","21","Pag-ibig Fund","1","1",""
"2896414","0","7","18","STI Scholarship","1","6",""
"2896416","0","2","21","Pag-ibig Fund","1","1",""
"2896628","0","10","21","PAG IBIG","5","1",""
"2896659","0","2","21","PAG IBIG","1","1",""
"2896659","1","3","16","Maxi care","1","6",""
"2896973","0","2","21","Pag-ibig Fund","1","1",""
"2896974","0","7","18","STI Scholarship","1","6",""
"2900968","0","5","15","take care i care","1","3",""
"2900983","0","9","15","aileen padua","4","3",""
"2900986","0","13","15","take care i care","1","3",""
"2900987","0","11","18","education/scholarship","1","3",""
"2901651","0","3","16","Take care i care","1","3",""
"2911489","0","13","16","Take Care i Care","1","3",""
"2912278","0","5","21","PAG IBIG","1","1",""
"2912784","0","7","21","Pag-ibig Fund","1","1",""
"2912785","0","3","21","Pag-ibig Fund","1","1",""
"2912786","0","3","21","Pag-ibig Fund","1","1",""
"2912787","0","3","21","Pag-ibig Fund","1","1",""
"2912788","0","1442017213483","21","Pag-ibig Fund","1","1",""
"2912789","0","3","21","Pag-ibig Fund","1","1",""
"2912790","0","1442017213485","21","Pag-ibig Fund","1","1",""
"2912791","0","3","21","Pag-ibig Fund","1","1",""
"2912792","0","3","21","Pag-ibig Fund","1","1",""
"2912793","0","1442017213484","21","Pag-ibig Fund","1","1",""
"2912795","0","7","21","Pag-ibig Fund","1","1",""
"2912796","0","3","21","Pag-ibig Fund","1","1",""
"2912798","0","3","21","Pag-ibig Fund","1","1",""
"2912799","0","3","21","Pag-ibig Fund","1","1",""
"2912800","0","5","21","Pag-ibig Fund","3","1",""
"2912801","0","5","21","Pag-ibig Fund","1","1",""
"2912802","0","3","21","Pag-ibig Fund","1","1",""
"2912803","0","5","21","Pag-ibig Fund","2","1",""
"2912804","0","4","21","Pag-ibig Fund","1","1",""
"2912805","0","5","21","Pag-ibig Fund","1","1",""
"2912806","0","5","21","Pag-ibig Fund","2","1",""
"2912807","0","5","21","Pag-ibig Fund","2","1",""
"2912809","0","4","21","Pag-ibig Fund","1","1",""
"2912811","0","2","21","Pag-ibig Fund","1","1",""
"2912812","0","5","21","Pag-ibig Fund","1","1",""
"2912817","0","5","21","Pag-ibig Fund","1","1",""
"2912819","0","7","21","Pag-ibig Fund","2","1",""
"2912820","0","5","21","Pag-ibig Fund","1","1",""
"2912821","0","2","21","Pag-ibig Fund","1","1",""
"2912824","0","4","21","Pag-ibig Fund","1","1",""
"2912825","0","2","21","Pag-ibig Fund","1","1",""
"2912826","0","2","21","Pag-ibig Fund","1","1",""
"2912827","0","4","21","Pag-ibig Fund","1","1",""
"2912828","0","2","21","Pag-ibig Fund","1","1",""
"2912829","0","3","21","Pag-ibig Fund","1","1",""
"2912830","0","2","21","Pag-ibig Fund","1","1",""
"2912831","0","4","21","Pag-ibig Fund","1","1",""
"2912833","0","2","21","Pag-ibig Fund","1","1",""
"2912834","0","2","21","Pag-ibig Fund","1","1",""
"2912835","0","9","21","Pag-ibig Fund","1","1",""
"2912842","0","2","21","Pag-ibig Fund","1","1",""
"2912845","0","2","21","Pag-ibig Fund","1","1",""
"2912846","0","3","21","Pag-ibig Fund","1","1",""
"2912848","0","2","21","Pag-ibig Fund","1","1",""
"2912849","0","2","21","Pag-ibig Fund","1","1",""
"2912850","0","2","21","Pag-ibig Fund","1","1",""
"2912851","0","2","21","Pag-ibig Fund","1","1",""
"2912852","0","5","21","Pag-ibig Fund","2","1",""
"2912854","0","2","21","Pag-ibig Fund","1","1",""
"2912855","0","5","21","Pag-ibig Fund","2","1",""
"2912856","0","2","21","Pag-ibig Fund","1","1",""
"2912858","0","5","21","Pag-ibig Fund","2","1",""
"2912859","0","6","21","Pag-ibig Fund","2","1",""
"2912860","0","4","21","Pag-ibig Fund","1","1",""
"2912861","0","6","21","Pag-ibig Fund","1","1",""
"2912862","0","4","21","Pag-ibig Fund","2","1",""
"2912864","0","5","21","Pag-ibig Fund","1","1",""
"2912866","0","6","21","Pag-ibig Fund","2","1",""
"2912867","0","5","21","Pag-ibig Fund","3","1",""
"2912868","0","2","21","Pag-ibig Fund","1","1",""
"2912869","0","4","21","Pag-ibig Fund","1","1",""
"2912871","0","2","21","Pag-ibig Fund","1","1",""
"2912872","0","5","21","Pag-ibig Fund","1","1",""
"2912873","0","6","21","Pag-ibig Fund","1","1",""
"2912874","0","3","21","Pag-ibig Fund","1","1",""
"2912880","0","2","21","Pag-ibig Fund","1","1",""
"2912882","0","2","21","Pag-ibig Fund","1","1",""
"2912884","0","3","21","Pag-ibig Fund","1","1",""
"2912890","0","4","21","Pag-ibig Fund","1","1",""
"2912891","0","4","21","Pag-ibig Fund","1","1",""
"2912892","0","2","21","Pag-ibig Fund","1","1",""
"2912893","0","2","21","Pag-ibig Fund","1","1",""
"2912894","0","5","21","Pag-ibig Fund","2","1",""
"2912898","0","2","21","Pag-ibig Fund","1","1",""
"2912900","0","5","21","Pag-ibig Fund","1","1",""
"2912903","0","3","21","Pag-ibig Fund","2","1",""
"2912905","0","5","21","Pag-ibig Fund","2","1",""
"2912906","0","4","21","Pag-ibig Fund","2","1",""
"2912907","0","5","21","Pag-ibig Fund","1","1",""
"2912914","0","6","21","Pag-ibig Fund","1","1",""
"2912917","0","2","21","Pag-ibig Fund","1","1",""
"2912918","0","3","21","Pag-ibig Fund","1","1",""
"2912919","0","5","21","Pag-ibig Fund","2","1",""
"2912920","0","9","21","Pag-ibig Fund","1","1",""
"2912921","0","3","21","Pag-ibig Fund","1","1",""
"2912922","0","3","21","Pag-ibig Fund","1","1",""
"2912924","0","4","21","Pag-ibig Fund","2","1",""
"2912930","0","3","21","Pag-ibig Fund","1","1",""
"2912931","0","2","21","Pag-ibig Fund","1","1",""
"2912932","0","4","21","Pag-ibig Fund","1","1",""
"2912936","0","5","21","Pag-ibig Fund","1","1",""
"2912938","0","3","21","Pag-ibig Fund","1","1",""
"2912939","0","5","21","Pag-ibig Fund","1","1",""
"2912941","0","3","21","Pag-ibig Fund","1","1",""
"2912942","0","5","21","Pag-ibig Fund","1","1",""
"2912943","0","5","21","Pag-ibig Fund","1","1",""
"2912944","0","2","21","Pag-ibig Fund","1","1",""
"2912946","0","6","21","Pag-ibig Fund","1","1",""
"2912947","0","4","21","Pag-ibig Fund","2","1",""
"2912950","0","4","21","Pag-ibig Fund","2","1",""
"2912952","0","6","21","Pag-ibig Fund","1","1",""
"2912953","0","7","21","Pag-ibig Fund","1","1",""
"2912955","0","4","21","Pag-ibig Fund","1","1",""
"2912958","0","4","21","Pag-ibig Fund","2","1",""
"2912959","0","4","21","Pag-ibig Fund","1","1",""
"2912960","0","3","21","Pag-ibig Fund","1","1",""
"2912962","0","5","21","Pag-ibig Fund","1","1",""
"2912972","0","3","21","Pag-ibig Fund","1","1",""
"2912973","0","3","21","Pag-ibig Fund","1","1",""
"2912974","0","4","21","Pag-ibig Fund","2","1",""
"2912975","0","2","21","Pag-ibig Fund","1","1",""
"2912977","0","3","21","Pag-ibig Fund","1","1",""
"2912979","0","3","21","Pag-ibig Fund","1","1",""
"2912980","0","3","21","Pag-ibig Fund","1","1",""
"2912981","0","2","21","Pag-ibig Fund","1","1",""
"2912984","0","3","21","Pag-ibig Fund","2","1",""
"2912987","0","3","21","Pag-ibig Fund","1","1",""
"2912988","0","2","21","Pag-ibig Fund","1","1",""
"2912989","0","2","21","Pag-ibig Fund","1","1",""
"2912990","0","2","21","Pag-ibig Fund","1","1",""
"2912993","0","11","21","Pag-ibig Fund","1","1",""
"2913003","0","3","21","Pag-ibig Fund","1","1",""
"2912996","0","3","21","Pag-ibig Fund","1","1",""
"2913001","0","2","21","Pag-ibig Fund","1","1",""
"2912999","0","3","21","Pag-ibig Fund","1","1",""
"2913002","0","2","21","Pag-ibig Fund","1","1",""
"2913000","0","5","21","Pag-ibig Fund","1","1",""
"2914445","0","8","15","Philcare","1","6",""
"2914446","0","3","15","Maxicare","1","6",""
"2914447","0","5","15","Maxicare","1","6",""
"2914448","0","5","15","Philcare","1","6",""
"2914450","0","14","15","Maxicare","1","6",""
"2914468","0","4","16","take care i care","2","3",""
"2914506","0","4","18","4Ps","3","3",""
"2915607","0","17","16","take care i care","1","3",""
"2915610","0","11","16","take care i care","1","3",""
"2915619","0","11","16","take care i care","1","3",""
"2915624","0","7","16","tace care i care","1","3",""
"2915625","0","10","15","medicare","1","6",""
"2915632","0","5","16","take care i care","2","3",""
"2916024","0","3","21","Pag-ibig Fund","1","1",""
"2916026","0","3","21","Pag-ibig Fund","1","1",""
"2916027","0","5","21","Pag-ibig Fund","1","1",""
"2916028","0","2","21","Pag-ibig Fund","1","1",""
"2916029","0","2","21","Pag-ibig Fund","1","1",""
"2916030","0","3","21","Pag-ibig Fund","1","1",""
"2916031","0","2","21","Pag-ibig Fund","1","1",""
"2916032","0","2","21","Pag-ibig Fund","1","1",""
"2916035","0","2","21","Pag-ibig Fund","1","1",""
"2916048","0","7","21","Pag-ibig Fund","3","1",""
"2916050","0","2","21","Pag-ibig Fund","1","1",""
"2916051","0","3","21","Pag-ibig Fund","1","1",""
"2916052","0","3","21","Pag-ibig Fund","2","1",""
"2916053","0","3","21","Pag-ibig Fund","2","1",""
"2916054","0","4","21","Pag-ibig Fund","2","1",""
"2916055","0","4","21","Pag-ibig Fund","1","1",""
"2916056","0","5","21","Pag-ibig Fund","1","1",""
"2916057","0","5","21","Pag-ibig Fund","1","1",""
"2916058","0","2","21","Pag-ibig Fund","1","1",""
"2916059","0","2","21","Pag-ibig Fund","1","1",""
"2916060","0","2","21","Pag-ibig Fund","1","1",""
"2916061","0","2","21","Pag-ibig Fund","1","1",""
"2916062","0","3","21","Pag-ibig Fund","1","1",""
"2916063","0","2","21","Pag-ibig Fund","1","1",""
"2916064","0","2","21","Pag-ibig Fund","1","1",""
"2916065","0","2","21","Pag-ibig Fund","1","1",""
"2916066","0","4","21","Pag-ibig Fund","1","1",""
"2916067","0","2","21","Pag-ibig Fund","1","1",""
"2916068","0","2","21","Pag-ibig Fund","1","1",""
"2916069","0","2","21","Pag-ibig Fund","1","1",""
"2916070","0","4","21","Pag-ibig Fund","2","1",""
"2916071","0","2","21","Pag-ibig Fund","1","1",""
"2916072","0","2","21","Pag-ibig Fund","1","1",""
"2916073","0","2","21","Pag-ibig Fund","1","1",""
"2916075","0","2","21","Pag-ibig Fund","1","1",""
"2916077","0","2","21","Pag-ibig Fund","1","1",""
"2916188","0","2","21","Pag-ibig Fund","1","1",""
"2916189","0","4","21","Pag-ibig Fund","1","1",""
"2916192","0","4","21","Pag-ibig Fund","1","1",""
"2916193","0","5","21","Pag-ibig Fund","1","1",""
"2916195","0","5","21","Pag-ibig Fund","1","1",""
"2916197","0","5","21","Pag-ibig Fund","1","1",""
"2916198","0","6","21","Pag-ibig Fund","1","1",""
"2916199","0","7","21","Pag-ibig Fund","1","1",""
"2916200","0","4","21","Pag-ibig Fund","2","1",""
"2916201","0","2","21","Pag-ibig Fund","1","1",""
"2916202","0","3","21","Pag-ibig Fund","1","1",""
"2916204","0","5","21","Pag-ibig Fund","1","1",""
"2916206","0","4","21","Pag-ibig Fund","1","1",""
"2916208","0","5","21","Pag-ibig Fund","1","1",""
"2916209","0","2","21","Pag-ibig Fund","1","1",""
"2916210","0","2","21","Pag-ibig Fund","1","1",""
"2916211","0","2","21","Pag-ibig Fund","1","1",""
"2916212","0","6","21","Pag-ibig Fund","2","1",""
"2916213","0","3","21","Pag-ibig Fund","1","1",""
"2916215","0","7","21","Pag-ibig Fund","2","1",""
"2916216","0","9","21","Pag-ibig Fund","1","1",""
"2916219","0","3","21","Pag-ibig Fund","1","1",""
"2916222","0","4","21","Pag-ibig Fund","1","1",""
"2916224","0","3","21","Pag-ibig Fund","1","1",""
"2916225","0","8","21","Pag-ibig Fund","1","1",""
"2916254","0","5","21","Pag-ibig Fund","1","1",""
"2916255","0","7","21","Pag-ibig Fund","1","1",""
"2916256","0","2","21","Pag-ibig Fund","1","1",""
"2916257","0","3","21","Pag-ibig Fund","1","1",""
"2916259","0","4","21","Pag-ibig Fund","1","1",""
"2916260","0","3","21","Pag-ibig Fund","1","1",""
"2916261","0","3","21","Pag-ibig Fund","1","1",""
"2916263","0","2","21","Pag-ibig Fund","1","1",""
"2916266","0","7","21","Pag-ibig Fund","3","1",""
"2916277","0","4","21","Pag-ibig Fund","1","1",""
"2916280","0","2","21","Pag-ibig Fund","1","1",""
"2916281","0","3","21","Pag-ibig Fund","1","1",""
"2916283","0","2","21","Pag-ibig Fund","1","1",""
"2916284","0","2","21","Pag-ibig Fund","1","1",""
"2916285","0","5","21","Pag-ibig Fund","1","1",""
"2916286","0","5","21","Pag-ibig Fund","1","1",""
"2916287","0","3","21","Pag-ibig Fund","2","1",""
"2916288","0","2","21","Pag-ibig Fund","1","1",""
"2916289","0","3","21","Pag-ibig Fund","2","1",""
"2916290","0","10","21","Pag-ibig Fund","1","1",""
"2916343","0","5","21","Pag-ibig Fund","1","1",""
"2916346","0","4","21","Pag-ibig  Fund","2","1",""
"2916347","0","5","21","Pag-ibig Fund","2","1",""
"2916348","0","3","21","Pag-ibig Fund","1","1",""
"2916350","0","2","21","Pag-ibig Fund","1","1",""
"2916352","0","3","21","Pag-ibig Fund","1","1",""
"2916354","0","2","21","Pag-ibig Fund","1","1",""
"2916355","0","5","21","Pag-ibig Fund","1","1",""
"2916357","0","6","21","Pag-ibig Fund","1","1",""
"2916360","0","7","21","Pag-ibig Fund","2","1",""
"2916363","0","7","21","Pag-ibig Fund","1","1",""
"2916364","0","3","21","Pag-ibig Fund","2","1",""
"2916365","0","5","21","Pag-ibig Fund","1","1",""
"2916366","0","4","21","Pag-ibig Fund","1","1",""
"2916368","0","2","21","Pag-ibig Fund","1","1",""
"2916369","0","2","21","Pag-ibig Fund","1","1",""
"2916373","0","4","21","Pag-ibig Fund","1","1",""
"2918572","0","7","16","take care i care","1","3",""
"2918577","0","7","16","take care i care","1","3",""
"2918586","0","3","16","take care i care","1","3",""
"2919432","0","7","16","Take i Care","1","3",""
"2919441","0","5","16","Take Care i Care","1","3",""
"2925398","0","6","21","Pag-ibig Fund","2","1",""
"2925399","0","3","21","Pag-ibig Fund","1","1",""
"2925406","0","7","21","Pag-ibig Fund","3","1",""
"2925410","0","4","21","Pag-ibig Fund","1","1",""
"2925414","0","4","21","Pag-ibig Fund","1","1",""
"2925415","0","4","21","Pag-ibig Fund","2","1",""
"2925416","0","4","21","Pag-ibig Fund","2","1",""
"2925418","0","5","21","Pag-ibig Fund","2","1",""
"2925421","0","2","21","Pag-ibig Fund","1","1",""
"2925423","0","3","21","Pag-ibig Fund","1","1",""
"2925424","0","3","21","Pag-ibig Fund","2","1",""
"2925426","0","2","21","Pag-ibig Fund","1","1",""
"2925427","0","2","21","Pag-ibig Fund","1","1",""
"2925429","0","6","21","Pag-ibig Fund","1","1",""
"2925430","0","4","21","Pag-ibig Fund","1","1",""
"2925431","0","6","21","Pag-ibig Fund","1","1",""
"2925432","0","2","21","Pag-ibig Fund","1","1",""
"2925433","0","10","21","Pag-ibig Fund","1","1",""
"2925434","0","4","21","Pag-ibig Fund","3","1",""
"2925435","0","4","21","Pag-ibig Fund","1","1",""
"2925437","0","2","21","Pag-ibig Fund","1","1",""
"2925438","0","4","21","Pag-ibig Fund","1","1",""
"2925439","0","4","21","Pag-ibig Fund","1","1",""
"2925442","0","4","21","Pag-ibig Fund","1","1",""
"2925443","0","2","21","Pag-ibig Fund","1","1",""
"2925444","0","2","21","Pag-ibig Fund","1","1",""
"2925445","0","4","21","Pag-ibig Fund","1","1",""
"2925447","0","2","21","Pag-ibig Fund","1","1",""
"2925448","0","2","21","Pag-ibig Fund","1","1",""
"2925460","0","4","21","Pag-ibig Fund","1","1",""
"2925461","0","7","21","Pag-ibig Fund","1","1",""
"2925462","0","5","21","Pag-ibig Fund","1","1",""
"2925463","0","2","21","Pag-ibig Fund","1","1",""
"2925464","0","2","21","Pag-ibig Fund","1","1",""
"2925465","0","6","21","Pag-ibigbFund","1","1",""
"2925467","0","4","21","Pag-ibig Fund","2","1",""
"2925468","0","6","21","Pag-ibig Fund","2","1",""
"2925470","0","4","21","Pag-ibig Fund","1","1",""
"2925471","0","4","21","Pag-ibig Fund","2","1",""
"2925480","0","6","21","Pag-ibig Fund","1","1",""
"2925481","0","4","21","Pag-ibig Fund","1","1",""
"2925483","0","4","21","Pag-ibig Fund","2","1",""
"2925484","0","2","21","Pag-ibig Fund","1","1",""
"2925485","0","2","21","Pag-ibig Fund","1","1",""
"2925490","0","2","21","Pag-ibig Fund","1","1",""
"2925491","0","6","21","Pag-ibig Fund","1","1",""
"2925492","0","4","21","Pag-ibig Fund","1","1",""
"2925493","0","4","21","Pag-ibig Fund","1","1",""
"2926535","0","2","21","Pag-ibig Fund","1","1",""
"2926536","0","2","21","Pag-ibig Fund","1","1",""
"2926538","0","2","21","Pag-ibig Fund","1","1",""
"2926539","0","2","21","Pag-ibig Fund","1","1",""
"2926540","0","2","21","Pag-ibig Fund","1","1",""
"2926640","0","2","21","Pag-ibig Fund","1","1",""
"2926644","0","2","21","Pag-ibig Fund","1","1",""
"2926646","0","2","21","Pag-ibig Fund","1","1",""
"2926648","0","2","21","Pag-ibig Fund","1","1",""
"2926649","0","3","21","Pag-ibig Fund","2","1",""
"2926656","0","2","21","Pag-ibig Fund","1","1",""
"2926660","0","2","21","Pag-ibig Fund","1","1",""
"2926661","0","2","21","Pag-ibig Fund","1","1",""
"2926663","0","3","21","Pag-ibig Fund","2","1",""
"2926664","0","2","21","Pag-ibig Fund","1","1",""
"2926668","0","2","21","Pag-ibig Fund","1","1",""
"2926671","0","2","21","Pag-ibig Fund","1","1",""
"2926673","0","2","21","Pag-ibig Fund","1","1",""
"2926676","0","3","21","Pag-ibig Fund","2","1",""
"2926688","0","2","21","Pag-ibig Fund","1","1",""
"2926689","0","2","21","Pag-ibig Fund","1","1",""
"2926693","0","4","21","Pag-ibig Fund","1","1",""
"2928195","0","4","21","PAG IBIG","1","1",""
"2928196","0","4","21","PAG IBIG","1","1",""
"2928202","0","7","21","PAG IBIG","1","1",""
"2929843","0","7","16","taje care i care","6","3",""
"2929846","0","4","16","take care i care","3","3",""
"2929848","0","6","16","taje care i care","2","3",""
"2929849","0","5","16","take care i care","4","3",""
"2932690","0","6","16","take care i care","2","3",""
"2932769","0","15","16","take care i care","4","3",""
"2936945","0","6","21","PAG IBIG","5","1",""
"2937952","0","6","16","take care i care","4","3",""
"2937963","0","6","16","take care i care","5","3",""
"2937983","0","10","16","take care i care","9","3",""
"2937984","0","6","16","take care i care","5","3",""
"2937984","1","7","18","educational assistance","1","3",""
"2937986","0","15","16","take care i care","6","3",""
"2938020","0","13","16","take care i care","2","3",""
"2942790","0","7","21","PAG IBIG","3","1",""
"2942791","0","10","21","PAG IBIG","5","1",""
"2942809","0","5","21","PAG IBIG","4","1",""
"2945953","0","7","16","Take care i care","3","3",""
"2946062","0","9","16","take care i care","1","3",""
"2946953","0","5","16","Medicare","1","6",""
"2954661","0","8","16","take care i care","1","3",""
"2954784","0","10","16","take care i care","5","3",""
"2956714","0","5","21","PAG IBIG","3","1",""
"2956714","1","6","16","Maxi care","2","6",""
"2956717","0","6","21","PAG IBIG","1","1",""
"2956718","0","5","21","PAG IBIG","1","1",""
"2956718","1","6","16","MAXI CARE","1","6",""
"2956719","0","3","21","PAG IBIG","2","1",""
"2956720","0","3","21","PAG IBIG","2","1",""
"2956725","0","2","21","PAG IBIG","1","1",""
"2956726","0","2","21","PAG IBIG","1","1",""
"2963922","0","6","21","PAG IBIG","5","1",""
"2966789","0","2","16","TCIC","1","1",""
"2966800","0","2","16","TCIC","2","3",""
"2968481","0","5","21","PAG IBIG","1","1",""
"2968481","1","6","16","Maxi care","1","6",""
"2968528","0","5","21","pag ibig","1","1",""
"2968532","0","8","21","pag ibig","1","1",""
"2968536","0","5","21","pag ibig","1","1",""
"2968537","0","6","21","pag ibig","1","1",""
"2968537","1","7","18","st. benelde scholarship","2","6",""
"2968539","0","4","18","st. benelde sholarship program","1","6",""
"2968540","0","6","21","pag ibig","1","1",""
"2968543","0","6","21","pag ibig","1","1",""
"2968545","0","6","21","pag ibig","1","1",""
"2968545","1","7","18","st. benelde scholarship","2","6",""
"2968548","0","4","18","st. benelde sholarship program","1","6",""
"2968550","0","6","21","pag ibig","1","1",""
"2968555","0","3","21","pag ibig","1","1",""
"2968556","0","6","21","pag ibig","2","1",""
"2968557","0","6","21","pag ibig","1","1",""
"2968558","0","4","21","pag ibig","1","1",""
"2968561","0","5","21","pag ibig","1","1",""
"2968562","0","2","21","pag ibig","1","1",""
"2968563","0","6","21","pag ibig","1","1",""
"2968563","1","7","18","st. benelde scholarship","2","6",""
"2968567","0","4","18","st. benelde sholarship program","1","6",""
"2968569","0","6","21","pag ibig","1","1",""
"2968572","0","5","21","pag ibig","1","1",""
"2968573","0","2","21","pag ibig","1","1",""
"2968575","0","6","21","pag ibig","2","1",""
"2968576","0","6","21","pag ibig","1","1",""
"2968578","0","6","21","pag ibig","1","1",""
"2968581","0","4","21","pag ibig","1","1",""
"2968582","0","5","21","pag ibig","1","1",""
"2968583","0","5","21","pag ibig","1","1",""
"2968585","0","2","21","pag ibig","1","1",""
"2968629","0","4","21","pag ibig","1","1",""
"2968631","0","6","21","pag ibig","1","1",""
"2968632","0","4","21","pag ibig","1","1",""
"2968637","0","2","21","pag ibig","1","1",""
"2968638","0","3","21","pag ibig","1","1",""
"2968639","0","4","18","st. benelde sholarship program","1","6",""
"2968642","0","6","21","pag ibig","2","1",""
"2968643","0","6","21","pag ibig","1","1",""
"2968645","0","6","21","pag ibig","1","1",""
"2968648","0","4","21","pag ibig","1","1",""
"2968649","0","5","21","pag ibig","1","1",""
"2968650","0","5","21","pag ibig","1","1",""
"2968652","0","2","21","pag ibig","1","1",""
"2968654","0","6","21","pag ibig","1","1",""
"2968654","1","7","18","st. benelde scholarship","2","6",""
"2974558","0","5","16","TCIC","1","3",""
"2978427","0","7","21","Pag-ibig Fund","1","1",""
"2978428","0","11","21","Pag-ibig Fund","1","1",""
"2978431","0","7","21","Pag-ibig Fund","3","1",""
"2978434","0","2","21","Pag-ibig Fund","1","1",""
"2978438","0","10","21","Pag-ibig Fund","1","1",""
"2978439","0","6","21","Pag-ibig Fund","1","1",""
"2978440","0","2","21","Pag-ibig Fund","1","1",""
"2978441","0","5","21","Pag-ibig Fund","1","1",""
"2978442","0","5","21","Pag-ibig Fund","1","1",""
"2978444","0","4","21","Pag-ibig Fund","1","1",""
"2978445","0","4","21","Pag-ibig Fund","1","1",""
"2978446","0","3","21","Pag-ibig Fund","1","1",""
"2978447","0","3","21","Pag-ibig Fund","1","1",""
"2978448","0","4","21","Pag-ibig Fund","1","1",""
"2978449","0","2","21","Pag-ibig Fund","1","1",""
"2978450","0","4","21","Pag-ibig Fund","1","1",""
